message,label
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to 86688 more infowww100percentrealcom,spam
am slow in using biolas fne,ham
ok cool see ya then,ham
will spoil you in bed as well,ham
saying should re order the slippers cos had to pay for returning it,ham
dearme at cherthalain case coming cochin pls call bfore starti shall also reach accordinglyor tell me which day comingtmorow am engaged ans its holiday,ham
no wonder cos dun rem seeing silver car but thk saw black one,ham
yup ok thanx,ham
friendship poem dear dear not near but can hear dont get fear live with cheer no more tear always my dear gud ni8,ham
good evening this is roger how are you,ham
dont knw pa just drink milk,ham
ok thanx,ham
am ft we will be good combination,ham
when you get free call me,ham
haiyoh maybe your hamster was jealous of million,ham
lol have to take it member how said my aunt flow didnt visit for months its cause developed ovarian cysts bc is the only way to shrink them,ham
felt sonot any conveying reason ese he what about me,ham
kkits goodwhen are you going,ham
120 that call cost which guess isnt bad miss ya need ya want ya love ya,ham
do knw dis no ltgt,ham
what happened in interview,ham
your gon na have to pick up burger for yourself on your way home cant even move pain is killing me,ham
urgent your mobile no was awarded 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729755 box95qu,spam
nite,ham
hey congrats 2u2 id luv but ive had go home,ham
glad to see your reply,ham
thats good lets thank god please complete the drug have lots of water and have beautiful day,ham
great comedycant stop laughing da,ham
er enjoyin indians at the moyep sall good hehe hows bout shexy pete xx,ham
your board is working fine the issue of overheating is also reslove but still software inst is pending will come around 8o clock,ham
after the drug she will be able to eat,ham
aiyo always our ex one dunno abt mei she haven reply first time reply so fast so lucky not workin huh got bao by ur sugardad ahgee,ham
so what did the bank say about the money,ham
am late will be there at,ham
makes sense btw carlos is being difficult so you guys are gon na smoke while go pick up the second batch and get gas,ham
sat right okay thanks,ham
urgent please call 09066612661 from landline 5000 cash or luxury canary islands holiday await collection tcs sae award 20m12aq 150ppm 16,spam
rgent this is the 2nd attempt to contact uu have won 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50,spam
senthil group company apnt 5pm,ham
from wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop,spam
also wheres the piece,ham
joys father is john then john is the name of joys father mandan,ham
cud tell ppl im gona bit l8 cos buses hav gon past cos they were full im still waitin pete,ham
know grumpy old people my mom was like you better not be lying then again am always the one to play jokes,ham
oh god im gon na google nearby cliffs now,ham
yes obviously but you are the eggspert and the potato head speak soon,ham
hey leave it not big deal take care,ham
network operator the service is free for cs visit 80488biz,spam
pls whats the full name of jokes school cos fees in university of florida seem to actually be ltgt pls holla back,ham
dude knw also teluguthts gudk gud nyt,ham
okay we wait ah,ham
must come later normally bathe him in da afternoon mah,ham
when love someone dont make them to love as much as do but love them so much that they dont want to be loved by anyone except you gud nit,ham
tell them the drug dealers getting impatient,ham
sir have been late in paying rent for the past few months and had to pay ltgt charge felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why didnt speak up however am in recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thanks,ham
yunny im goin to be late,ham
thanks for sending this mental ability question,ham
just got to ltgt,ham
greetings me consider yourself excused,ham
wil be there with in ltgt minutes got any space,ham
the new deus ex game comin early next yr,ham
do you want new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile 100 free text free camcorder reply or call 08000930705,spam
dun thk ill quit yet hmmm can go jazz yogasana oso can we can go meet em after our lessons den,ham
what does the dance river do,ham
where meeting tmr,ham
wan na do some art,ham
come to medical college at 7pm forward it da,ham
do want meet up 2morro,ham
im job profile seems like bpo,ham
im on da bus going home,ham
its big difference ltgt versus ltgt every ltgt hrs,ham
buy space invaders chance win orig arcade game console press for games arcade std wap charge see o2coukgames terms settings no purchase,spam
hi ya babe 4goten bout me scammers getting smartthough this is regular vodafone no if you respond you get further prem rate msgsubscription other nos used also beware,spam
sorry cant take your call right now it so happens that there 2waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,ham
its ok noe ure busy but im really too bored so msg oso dunno wat colour she choose me one,ham
where at were hungry too,ham
ure welcome caught using broken english again,ham
how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,ham
but your brother transfered only ltgt ltgt pa,ham
pete can you please ring meive hardly gotany credit,ham
im leaving soon be there little after,ham
uncle abbey happy new year abiola,ham
okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,ham
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd8 on 08000839402 or call 2optout,spam
thanks for looking out for me really appreciate,ham
know complain num onlybettr directly go to bsnl offc nd apply for it,ham
don knowthis week im going to tirunelvai da,ham
then ask darren go pick lor but oso sian tmr haf meet lect,ham
you have new voicemail please call 08719181503,spam
hey babe sorry didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far ptbo and he says it will cost ltgt bucks dont know if it might be cheaper to find someone there we dont have any second hand machines at all right now let me know what you want to do babe,ham
